epoch,weight,截距bias,loss
102,-2.1048849202590434,-0.41049599497704786,0.20856144692399572
103,-2.1091664764632885,-0.41232774121649546,0.20812407713509778
104,-2.113414110851137,-0.41414240242240286,0.207691662094348
105,-2.1176283089409007,-0.4159402581080673,0.20726410969038717
106,-2.1218095462414244,-0.41772158137456594,0.20684133016253012
107,-2.125958288521128,-0.4194866390981996,0.20642323602499796
108,-2.1300749920681468,-0.42123569211131656,0.20600974199408834
109,-2.1341601039419147,-0.42296899537679006,0.20560076491814944
110,-2.138214062216528,-0.4246867981564095,0.2051962237102337
111,-2.1422372962162055,-0.4263893441734327,0.20479603928330964
112,-2.1462302267431506,-0.4280768717695369,0.20440013448792085
113,-2.1501932662981056,-0.42974961405639217,0.20400843405218277
114,-2.1541268192938774,-0.4314077990620743,0.2036208645240168
115,-2.1580312822620993,-0.4330516498725214,0.20323735421552197
116,-2.1619070440534833,-0.4346813847682301,0.20285783314939523
117,-2.1657544860318048,-0.4362972173563793,0.20248223300731033
118,-2.169573982261857,-0.4378993566985598,0.2021104870801714
119,-2.1733658996915897,-0.43948800743428046,0.2017425302201643
120,-2.177130598328655,-0.44106336990041445,0.20137829879452757
121,-2.180868431411555,-0.4426256402467412,0.20101773064097225
122,-2.1845797455755944,-0.444175010547734,0.20066076502468205
123,-2.1882648810138203,-0.44571166891073477,0.20030734259682773
124,-2.1919241716331324,-0.4472357995806536,0.19995740535453493
125,-2.1955579452057314,-0.4487475830413231,0.19961089660224435
126,-2.199166523516077,-0.4502471961136324,0.19926776091440904
127,-2.202750222503506,-0.45173481205056093,0.19892794409947465
128,-2.2063093524006674,-0.45321060062922636,0.1985913931650906
129,-2.209844217867923,-0.4546747282400563,0.1982580562845035
130,-2.213355118123843,-0.4561273579731889,0.19792788276408602
131,-2.2168423470719407,-0.45756864970220357,0.19760082301195642
132,-2.2203061934237724,-0.45899876016527785,0.1972768285076457
133,-2.223746940818524,-0.460417843043863,0.19695585177277167
134,-2.227164867939204,-0.4618260490389678,0.19663784634268136
135,-2.2305602486255607,-0.4632235259451345,0.1963227667390236
136,-2.2339333519838274,-0.46461041872219,0.1960105684432173
137,-2.2372844424934066,-0.46598686956484925,0.19570120787077996
138,-2.240613780110592,-0.46735301797024736,0.19539464234648485
139,-2.2439216203694246,-0.46870900080347166,0.1950908300803153
140,-2.2472082144797825,-0.4700549523611634,0.19478973014418619
141,-2.2504738094227856,-0.4713910044332561,0.19449130244940413
142,-2.253718648043611,-0.47271728636291366,0.19419550772483857
143,-2.256942969141798,-0.4740339251047303,0.1939023074957788
144,-2.260147007559124,-0.47534104528125126,0.1936116640634498
145,-2.2633309942651287,-0.476638769237871,0.19332354048516492
146,-2.266495156440363,-0.4779272170961633,0.19303790055509099
147,-2.2696397175574314,-0.479206506805696,0.19275470878560402
148,-2.2727648974599015,-0.4804767541943806,0.19247393038921484
149,-2.2758709124391414,-0.4817380730174054,0.1921955312610434
150,-2.278957975309157,-0.4829905750047991,0.1919194779618233
151,-2.2820262954794845,-0.484234369907669,0.191645737701417
152,-2.285076079026201,-0.4854695655431582,0.1913742783228239
153,-2.2881075287611097,-0.48669626783816233,0.1911050682866649
154,-2.2911208442991593,-0.48791458087184686,0.1908380766561253
155,-2.294116222124145,-0.48912460691700266,0.19057327308234182
156,-2.297093855652747,-0.4903264464802779,0.1903106277902174
157,-2.300053935296956,-0.4915201983413215,0.19005011156464935
158,-2.3029966485249327,-0.4927059595908728,0.18979169573715693
159,-2.30592217992035,-0.49388382566783096,0.18953535217289502
160,-2.3088307112402604,-0.49505389039533554,0.1892810532580401
161,-2.3117224214715337,-0.49621624601589004,0.189028771887537
162,-2.3145974868859067,-0.49737098322555756,0.18877848145319323
163,-2.3174560810936846,-0.49851819120725727,0.188530155832111
164,-2.320298375096135,-0.49965795766319004,0.18828376937544378
165,-2.32312453733661,-0.5007903688464193,0.18803929689746815
166,-2.3259347337504357,-0.5019155095916331,0.18779671366496026
167,-2.3287291278136015,-0.503033463345113,0.18755599538686665
168,-2.3315078805902862,-0.5041443121939324,0.18731711820426009
169,-2.334271150779252,-0.5052481368944088,0.18708005868057143
170,-2.337019094759139,-0.506345016899832,0.1868447937920883
171,-2.3397518666326915,-0.507435030387489,0.18661130091871236
172,-2.3424696182699467,-0.5085182542850086,0.1863795578349665
173,-2.345172499350411,-0.5095947642960431,0.18614954270124456
174,-2.3478606574042584,-0.5106646349253092,0.18592123405529565
175,-2.3505342378525707,-0.5117279395030052,0.18569461080393582
176,-2.353193384046653,-0.5127847502086232,0.18546965221497944
177,-2.355838237306443,-0.5138351380941744,0.18524633790938466
178,-2.358468936958046,-0.5148791731068435,0.18502464785360523
179,-2.361085620370412,-0.5159169241110904,0.18480456235214232
180,-2.363688422991183,-0.5169484589102119,0.1845860620402913
181,-2.366277478381732,-0.5179738442673832,0.1843691278770762
182,-2.368852918251415,-0.5189931459261898,0.18415374113836713
183,-2.3714148724910533,-0.5200064286306669,0.18393988341017448
184,-2.373963469205676,-0.5210137561448596,0.18372753658211513
185,-2.3764988347465312,-0.5220151912719164,0.18351668284104464
186,-2.3790210937423937,-0.5230107958727307,0.1833073046648518
187,-2.38153036913018,-0.5240006308841412,0.1830993848164096
188,-2.3840267821848977,-0.5249847563367047,0.18289290633767818
189,-2.386510452548939,-0.525963231372053,0.18268785254395586
190,-2.388981498260739,-0.526936114259844,0.18248420701827295
191,-2.391440035782814,-0.5279034624143201,0.1822819536059253
192,-2.393886180029194,-0.5288653324104832,0.1820810764091428
193,-2.396320044392272,-0.5298217799998974,0.18188155978188886
194,-2.3987417407690743,-0.530772860126129,0.18168338832478742
195,-2.401151379586976,-0.5317186269398337,0.18148654688017357
196,-2.403549069828869,-0.5326591338135013,0.18129102052726503
197,-2.405934919057799,-0.5335944333558655,0.18109679457744982
198,-2.4083090334410886,-0.5345245774259894,0.1809038545696872
199,-2.4106715177739515,-0.5354496171470333,0.18071218626601962
200,-2.413022475502615,-0.536369602919716,0.18052177564719157
201,-2.415362008746964,-0.5372845844354744,0.1803326089083724
202,-2.4176902183227167,-0.5381946106893323,0.18014467245498061
203,-2.4200072037631415,-0.5390997299924835,0.17995795289860675
204,-2.42231306334033,-0.5399999899845984,0.17977243705303178
205,-2.4246078940860345,-0.540895437645861,0.1795881119303388
206,-2.4268917918120843,-0.5417861193087417,0.17940496473711529
207,-2.429164851130382,-0.5426720806695148,0.17922298287074342
208,-2.4314271654725013,-0.5435533667995263,0.1790421539157759
209,-2.433678827108889,-0.5444300221562177,0.17886246564039562
210,-2.435919927167681,-0.5453020905939137,0.1786839059929559
211,-2.4381505556531433,-0.5461696153743772,0.1785064630986004
212,-2.4403708014637466,-0.5470326391771412,0.17833012525595893
213,-2.4425807524098833,-0.5478912041096184,0.178154880933919
214,-2.444780495231233,-0.5487453517169992,0.17798071876846955
215,-2.446970115613788,-0.5495951229919389,0.1778076275596156
216,-2.449149698206545,-0.5504405583840425,0.17763559626836273
217,-2.45131932663787,-0.5512816978091503,0.1774646140137672
218,-2.4534790835315476,-0.5521185806584298,0.1772946700700534
219,-2.4556290505225165,-0.5529512458072791,0.17712575386379328
220,-2.4577693082723022,-0.5537797316240453,0.17695785497114924
221,-2.4598999364841547,-0.5546040759785638,0.17679096311517678
222,-2.462021013917893,-0.5554243162505214,0.1766250681631864
223,-2.46413261840447,-0.5562404893376486,0.17646016012416255
224,-2.4662348268602567,-0.5570526316637447,0.1762962291462391
225,-2.4683277153010588,-0.5578607791865402,0.1761332655142289
226,-2.4704113588558663,-0.5586649674053988,0.17597125964720667
227,-2.4724858317803466,-0.5594652313688656,0.17581020209614373
228,-2.474551207470083,-0.5602616056820624,0.175650083541593
229,-2.4766075584735656,-0.5610541245139354,0.17549089479142393
230,-2.4786549565049434,-0.5618428216043584,0.17533262677860464
231,-2.4806934724565366,-0.5626277302710943,0.17517527055903093
232,-2.4827231764111195,-0.5634088834166188,0.17501881730940175
233,-2.4847441376539763,-0.5641863135348101,0.17486325832513852
234,-2.486756424684736,-0.5649600527175062,0.17470858501834818
235,-2.4887601052289914,-0.5657301326609335,0.17455478891582824
236,-2.490755246249707,-0.5664965846720112,0.17440186165711355
237,-2.492741913958416,-0.5672594396745314,0.1742497949925637
238,-2.4947201738262215,-0.5680187282152203,0.17409858078148893
239,-2.496690090594592,-0.5687744804696823,0.1739482109903147
240,-2.498651728285967,-0.569526726248229,0.1737986776907851
241,-2.5006051502141733,-0.5702754950015972,0.17364997305820026
242,-2.502550418994653,-0.5710208158265568,0.17350208936969216
243,-2.504487596554511,-0.5717627174714124,0.17335501900253333
244,-2.506416744142383,-0.5725012283413998,0.17320875443248057
245,-2.5083379223381326,-0.5732363765039815,0.1730632882321518
246,-2.5102511910623724,-0.5739681896940408,0.17291861306943512
247,-2.512156609585823,-0.5746966953189798,0.17277472170592972
248,-2.5140542365385063,-0.5754219204637206,0.17263160699541777
249,-2.5159441299187773,-0.5761438918956143,0.17248926188236624
250,-2.5178263471022007,-0.5768626360692578,0.17234767940045895
251,-2.5197009448502743,-0.5775781791312219,0.17220685267115649
252,-2.5215679793190007,-0.5782905469246916,0.17206677490228506
253,-2.52342750606731,-0.5789997649940212,0.17192743938665295
254,-2.5252795800653436,-0.5797058585892056,0.17178883950069287
255,-2.5271242557025886,-0.5804088526702705,0.17165096870313207
256,-2.5289615867958806,-0.5811087719115812,0.17151382053368652
257,-2.5307916265972676,-0.5818056407060744,0.17137738861178214
258,-2.532614427801741,-0.5824994831694129,0.1712416666352982
259,-2.5344300425548347,-0.5831903231440653,0.17110664837933728
260,-2.5362385224601014,-0.5838781842033118,0.17097232769501633
261,-2.538039918586457,-0.5845630896551796,0.17083869850828254
262,-2.5398342814754082,-0.5852450625463059,0.17070575481875
263,-2.5416216611481555,-0.5859241256657343,0.17057349069855998
264,-2.5434021071125805,-0.5866003015486416,0.17044190029126094
265,-2.5451756683701174,-0.5872736124800009,0.17031097781071086
266,-2.546942393422511,-0.5879440804981778,0.17018071753999928
267,-2.548702330278463,-0.5886117273984652,0.17005111383038957
268,-2.550455526460169,-0.5892765747365551,0.1699221611002811
269,-2.552202029009752,-0.58993864383195,0.16979385383419027
270,-2.5539418844955857,-0.5905979557713149,0.1696661865817502
271,-2.55567513901852,-0.5912545314117713,0.16953915395672942
272,-2.5574018382180035,-0.5919083913841339,0.16941275063606762
273,-2.559122027278107,-0.5925595560960915,0.16928697135892984
274,-2.5608357509334496,-0.5932080457353333,0.16916181092577726
275,-2.562543053475034,-0.5938538802726216,0.1690372641974552
276,-2.564243978755982,-0.5944970794648121,0.16891332609429713
277,-2.5659385701971824,-0.5951376628578221,0.16878999159524588
278,-2.5676268707928505,-0.5957756497895492,0.16866725573698893
279,-2.569308923115995,-0.5964110593927402,0.16854511361311061
280,-2.5709847693238035,-0.5970439105978113,0.1684235603732592
281,-2.5726544511629386,-0.5976742221356212,0.16830259122232788
282,-2.574318009974755,-0.5983020125401975,0.1681822014196515
283,-2.575975486700432,-0.598927300151418,0.16806238627821676
284,-2.5776269218860266,-0.5995501031176461,0.16794314116388628
285,-2.5792723556874493,-0.6001704393983238,0.16782446149463656
286,-2.5809118278753607,-0.6007883267665208,0.1677063427398096
287,-2.582545377839994,-0.601403782811442,0.1675887804193765
288,-2.5841730445959024,-0.6020168249408934,0.167471770103215
289,-2.585794866786633,-0.6026274703837073,0.16735530741039906
290,-2.5874108826893307,-0.6032357361921289,0.1672393880085007
291,-2.589021130219269,-0.6038416392441622,0.1671240076129038
292,-2.5906256469343147,-0.6044451962458793,0.1670091619861301
293,-2.592224470039323,-0.6050464237336916,0.1668948469371763
294,-2.593817636390466,-0.6056453380765836,0.1667810583208625
295,-2.5954051824994973,-0.6062419554783124,0.16666779203719226
296,-2.5969871445379495,-0.6068362919795697,0.1665550440307228
297,-2.598563558341272,-0.607428363460111,0.16644281028994637
298,-2.6001344594129034,-0.6080181856408496,0.1663310868466817
299,-2.6016998829282874,-0.6086057740859177,0.16621986977547631
300,-2.6032598637388236,-0.6091911442046943,0.16610915519301775
301,-2.604814436375764,-0.6097743112538021,0.165998939257556
302,-2.60636363505405,-0.6103552903390711,0.16588921816833427
303,-2.6079074936760924,-0.6109340964174729,0.1657799881650302
304,-2.6094460458354956,-0.6115107442990236,0.16567124552720588
305,-2.6109793248207285,-0.6120852486486574,0.16556298657376706
306,-2.6125073636187417,-0.6126576239880707,0.16545520766243088
307,-2.614030194918529,-0.6132278846975373,0.1653479051892032
308,-2.6155478511146404,-0.6137960450176962,0.16524107558786363
309,-2.617060364310642,-0.6143621190513107,0.16513471532945967
310,-2.6185677663225273,-0.6149261207650009,0.1650288209218083
311,-2.620070088682077,-0.6154880639909496,0.16492338890900646
312,-2.6215673626401736,-0.6160479624285818,0.16481841587094906
313,-2.623059619170065,-0.6166058296462186,0.1647138984228546
314,-2.6245468889705843,-0.6171616790827054,0.1646098332147988
315,-2.6260292024693213,-0.6177155240490161,0.16450621693125572
316,-2.6275065898257495,-0.6182673777298325,0.16440304629064548
317,-2.6289790809343105,-0.6188172531850998,0.1643003180448906
318,-2.6304467054274516,-0.6193651633515584,0.16419802897897784
319,-2.631909492678623,-0.6199111210442534,0.1640961759105281
320,-2.6333674718052307,-0.6204551389580204,0.1639947556893727
321,-2.63482067167155,-0.6209972296689501,0.16389376519713644
322,-2.6362691208915967,-0.6215374056358299,0.16379320134682682
323,-2.6377128478319585,-0.6220756792015655,0.16369306108243076
324,-2.639151880614587,-0.6226120625945796,0.16359334137851614
325,-2.6405862471195514,-0.6231465679301915,0.16349403923984102
326,-2.6420159749877525,-0.6236792072119757,0.16339515170096783
327,-2.6434410916236013,-0.6242099923330998,0.16329667582588409
328,-2.644861624197658,-0.6247389350776443,0.16319860870762912
329,-2.646277599649238,-0.6252660471219014,0.16310094746792594
330,-2.647689044688978,-0.6257913400356561,0.1630036892568193
331,-2.649095985801372,-0.6263148252834478,0.16290683125231947
332,-2.650498449247268,-0.6268365142258144,0.16281037066005044
333,-2.6518964610663334,-0.6273564181205175,0.16271430471290496
334,-2.6532900470794853,-0.62787454812375,0.16261863067070365
335,-2.65467923289129,-0.6283909152913274,0.16252334581985967
336,-2.6560640438923278,-0.6289055305798605,0.16242844747304885
337,-2.657444505261528,-0.6294184048479122,0.16233393296888396
338,-2.6588206419684703,-0.6299295488571375,0.16223979967159494
339,-2.6601924787756572,-0.6304389732734069,0.16214604497071292
340,-2.6615600402407553,-0.6309466886679147,0.16205266628075948
341,-2.6629233507188066,-0.6314527055182708,0.16195966104094078
342,-2.6642824343644103,-0.6319570342095772,0.1618670267148457
343,-2.6656373151338757,-0.6324596850354894,0.1617747607901488
344,-2.666988016787348,-0.6329606681992633,0.16168286077831756
345,-2.6683345628909025,-0.6334599938147863,0.16159132421432412
346,-2.669676976818616,-0.6339576719075952,0.1615001486563608
347,-2.671015281754607,-0.6344537124158789,0.16140933168556068
348,-2.67234950069505,-0.6349481251914677,0.16131887090572133
349,-2.6736796564501657,-0.6354409200008089,0.16122876394303304
350,-2.6750057716461826,-0.6359321065259285,0.1611390084458111
351,-2.6763278687272742,-0.6364216943653797,0.1610496020842317
352,-2.6776459699574717,-0.6369096930351786,0.16096054255007192
353,-2.67896009742255,-0.637396111969727,0.16087182755645327
354,-2.680270273031892,-0.6378809605227219,0.16078345483758896
355,-2.681576518520326,-0.6383642479680534,0.160695422148535
356,-2.6828788554499416,-0.6388459835006898,0.16060772726494482
357,-2.6841773052118825,-0.6393261762375511,0.160520367982827
358,-2.685471889028114,-0.6398048352183702,0.16043334211830712
359,-2.6867626279531702,-0.6402819694065427,0.16034664750739255
360,-2.6880495428758784,-0.640757587689965,0.16026028200574066
361,-2.6893326545210616,-0.6412316988818616,0.16017424348843048
362,-2.6906119834512188,-0.6417043117216003,0.16008852984973726
363,-2.691887550068185,-0.6421754348754976,0.16000313900291072
364,-2.69315937461477,-0.6426450769376126,0.15991806887995583
365,-2.694427477176375,-0.6431132464305309,0.1598333174314172
366,-2.695691877682593,-0.6435799518061369,0.15974888262616618
367,-2.696952595908784,-0.6440452014463774,0.1596647624511908
368,-2.6982096514776353,-0.6445090036640141,0.15958095491138907
369,-2.6994630638606982,-0.6449713667033661,0.15949745802936485
370,-2.7007128523799095,-0.6454322987410431,0.1594142698452266
371,-2.7019590362090904,-0.645891807886669,0.15933138841638908
372,-2.7032016343754295,-0.6463499021835953,0.1592488118173772
373,-2.704440665760947,-0.6468065896096059,0.15916653813963363
374,-2.705676149103941,-0.6472618780776125,0.15908456549132788
375,-2.706908103000414,-0.6477157754363405,0.15900289199716883
376,-2.708136545905484,-0.6481682894710069,0.15892151579821945
377,-2.7093614961347803,-0.6486194279039884,0.15884043505171414
378,-2.7105829718658163,-0.6490691983954816,0.1587596479308785
379,-2.7118009911393517,-0.6495176085441544,0.15867915262475155
380,-2.7130155718607347,-0.649964665887789,0.1585989473380106
381,-2.714226731801229,-0.6504103779039169,0.15851903029079792
382,-2.7154344885993247,-0.6508547520104451,0.15843939971855034
383,-2.7166388597620337,-0.6512977955662753,0.1583600538718308
384,-2.717839862666169,-0.6517395158719145,0.1582809910161623
385,-2.719037514559608,-0.6521799201700776,0.15820220943186397
386,-2.720231832562543,-0.6526190156462837,0.15812370741388931
387,-2.721422833668715,-0.6530568094294429,0.15804548327166668
388,-2.7226105347466323,-0.6534933085924375,0.15796753532894198
389,-2.723794952540776,-0.6539285201526946,0.15788986192362314
390,-2.72497610367279,-0.6543624510727526,0.15781246140762684
391,-2.7261540046426593,-0.6547951082608191,0.15773533214672736
392,-2.7273286718298704,-0.6552264985713238,0.15765847252040702
393,-2.728500121494561,-0.6556566288054624,0.15758188092170936
394,-2.729668369778657,-0.6560855057117356,0.15750555575709296
395,-2.730833432706991,-0.6565131359864803,0.1574294954462887
396,-2.7319953261884167,-0.6569395262743942,0.1573536984221576
397,-2.7331540660168994,-0.6573646831690546,0.15727816313055124
398,-2.734309667872602,-0.6577886132134302,0.15720288803017363
399,-2.735462147322957,-0.6582113229003868,0.15712787159244535
400,-2.7366115198237213,-0.6586328186731868,0.1570531123013686
401,-2.7377578007200247,-0.659053106925983,0.15697860865339486
402,-2.7389010052474037,-0.6594721940043051,0.15690435915729367
403,-2.740041148532822,-0.6598900862055421,0.15683036233402342
404,-2.7411782455956835,-0.660306789779417,0.1567566167166035
405,-2.7423123113488277,-0.6607223109284571,0.15668312084998853
406,-2.7434433605995188,-0.6611366558084579,0.1566098732909436
407,-2.744571408050422,-0.6615498305289418,0.15653687260792154
408,-2.745696468300568,-0.6619618411536105,0.15646411738094174
409,-2.746818555846305,-0.6623726937007932,0.1563916062014699
410,-2.747937685082246,-0.6627823941438884,0.15631933767230044
411,-2.749053870302196,-0.6631909484118007,0.15624731040743906
412,-2.7501671257000786,-0.6635983623893726,0.15617552303198787
413,-2.7512774653708436,-0.664004641917811,0.15610397418203129
414,-2.752384903311371,-0.664409792795108,0.15603266250452366
415,-2.7534894534213605,-0.6648138207764586,0.15596158665717824
416,-2.754591129504213,-0.6652167315746705,0.15589074530835734
417,-2.7556899452679025,-0.6656185308605723,0.1558201371369644
418,-2.756785914325836,-0.6660192242634142,0.1557497608323365
419,-2.7578790501977077,-0.6664188173712656,0.1556796150941392
420,-2.758969366310339,-0.6668173157314076,0.15560969863226187
421,-2.760056875998514,-0.6672147248507202,0.1555400101667147
422,-2.7611415925058016,-0.6676110501960666,0.15547054842752714
423,-2.7622235289853716,-0.6680062971946712,0.15540131215464698
424,-2.7633026985008,-0.6684004712344943,0.15533230009784132
425,-2.764379114026865,-0.6687935776646023,0.15526351101659822
426,-2.765452788450338,-0.6691856217955334,0.15519494368003
427,-2.7665237345707605,-0.669576608899659,0.15512659686677738
428,-2.7675919651012157,-0.6699665442115412,0.15505846936491496
429,-2.768657492669093,-0.6703554329282863,0.1549905599718578
430,-2.7697203298168396,-0.6707432802098935,0.1549228674942689
431,-2.7707804890027097,-0.6711300911796007,0.15485539074796825
432,-2.7718379826015003,-0.6715158709242253,0.15478812855784277
433,-2.772892822905283,-0.6719006244945018,0.15472107975775695
434,-2.773945022124125,-0.6722843569054154,0.15465424319046522
435,-2.7749945923868045,-0.6726670731365314,0.15458761770752483
436,-2.7760415457415166,-0.6730487781323214,0.15452120216921017
437,-2.777085894156574,-0.6734294768024859,0.15445499544442773
438,-2.778127649521098,-0.6738091740222724,0.15438899641063228
439,-2.779166823645701,-0.6741878746327907,0.15432320395374427
440,-2.780203428263168,-0.6745655834413249,0.15425761696806733
441,-2.781237475029122,-0.6749423052216407,0.15419223435620827
442,-2.7822689755226904,-0.6753180447142902,0.1541270550289962
443,-2.783297941247157,-0.6756928066269137,0.15406207790540422
444,-2.7843243836306137,-0.6760665956345364,0.1539973019124706
445,-2.785348314026603,-0.676439416379864,0.15393272598522253
446,-2.7863697437147503,-0.6768112734735734,0.1538683490665989
447,-2.7873886839013946,-0.6771821714946006,0.1538041701073754
448,-2.78840514572021,-0.6775521149904259,0.15374018806609002
449,-2.789419140232821,-0.6779211084773553,0.15367640190896914
450,-2.7904306784294115,-0.6782891564407993,0.15361281060985488
451,-2.791439771229328,-0.6786562633355484,0.1535494131501331
452,-2.792446429481675,-0.6790224335860451,0.1534862085186622
453,-2.7934506639659062,-0.6793876715866541,0.15342319571170288
454,-2.7944524853924086,-0.6797519817019289,0.15336037373284858
455,-2.7954519044030794,-0.6801153682668745,0.15329774159295678
456,-2.796448931571899,-0.6804778355872092,0.153235298310081
457,-2.797443577405498,-0.6808393879396224,0.15317304290940356
